Date,SP500,Gold
09/01/2023,4409.1,1899.05
10/01/2023,4258.98,1956.675
11/01/2023,4460.06,2014.3
12/01/2023,4685.05,2050.35
01/01/2024,4804.49,2055.95
02/01/2024,5011.96,2042.95
03/01/2024,5170.57,2130.25
04/01/2024,5112.49,2263.55
05/01/2024,5235.22,2305.3
06/01/2024,5415.14,2325.15
07/01/2024,5538.0,2375.15
08/01/2024,5478.21,2470.25
09/01/2024,5621.26,2055.95
10/01/2024,5792.32,2684.85
11/01/2024,5929.92,2701.25
12/01/2024,6065.11,2055.95
01/08/2025,5917.02,2677.95
